description,equivalence_class,frequency,id,in_inventories,name,pk,segment_class
MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL H - LATIN SMALL LETTER T WITH RETROFLEX HOOK,ʈ,0.000314169,26492BE3704F1CC2085C5073732613FC,1,ʷʰʈ,2973,consonant
MODIFIER LETTER SMALL W - LATIN SMALL LETTER DOTLESS J WITH STROKE,ɟ,0.000314169,B6F7E1B57193C622342A34502286AD9F,1,ʷɟ,2974,consonant
MODIFIER LETTER SMALL W - LATIN SMALL LETTER L,l,0.000314169,75ADC70FEA36D86893CAB3CE0D0B8D16,1,ʷl,2975,consonant
MODIFIER LETTER SMALL W - LATIN SMALL LETTER M,m,0.000314169,E0670469A9F9D4B2A33B086274D8D411,1,ʷm,2976,consonant
MODIFIER LETTER SMALL W - LATIN SMALL LETTER Z,z,0.000314169,CC9FD9ADF282C954E37262C1A6DB4EC1,1,ʷz,2977,consonant
MODIFIER LETTER SMALL W - LATIN SMALL LETTER Z WITH RETROFLEX HOOK,ʐ,0.000314169,3B9A3F98162A95FC664ABB6141DD9E7F,1,ʷʐ,2978,consonant
MODIFIER LETTER SMALL W - LATIN SMALL LETTER Z WITH CURL,ʑ,0.000314169,54CE36157C1D40DC6A20F88CC9F07245,1,ʷʑ,2979,consonant
LATIN SMALL LETTER ENG - COMBINING PLUS SIGN BELOW,ŋ,0.000314169,7692161749A9C1076C207169234D0143,1,ŋ̟,2981,consonant
LATIN SMALL LETTER R WITH FISHHOOK - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL J,ɾ,0.000314169,B487EC9CC5999FF4D7B5AD74299ED8F5,1,ɾ̪ʲ,2983,consonant
LATIN SMALL LETTER V - MODIFIER LETTER SMALL GAMMA,v,0.000314169,42C850FB288E7FDACC776A3AC2AF88DE,1,vˠ,2986,consonant
LATIN SMALL LETTER D - COMBINING RING BELOW - LATIN SMALL LETTER EZH - COMBINING RING ABOVE,dʒ,0.000314169,AC51EE4FC08BAF952575AB613AD70C25,1,d̥ʒ̊,2987,consonant
LATIN SMALL LETTER D WITH TAIL - COMBINING RING BELOW - LATIN SMALL LETTER Z WITH RETROFLEX HOOK - COMBINING RING BELOW,ɖʐ,0.000314169,C71B28DA8A0F37C815910AC9679A6BC8,1,ɖ̥ʐ̥,2988,consonant
MODIFIER LETTER SMALL H - LATIN SMALL LETTER K - MODIFIER LETTER SMALL H,k,0.000314169,86487ECDCBD3EAD88AD8088CB03DB328,1,ʰkʰ,2990,consonant
MODIFIER LETTER SMALL H - LATIN SMALL LETTER P - MODIFIER LETTER SMALL H,p,0.000314169,F7786CBDCF67B56FFA8780A3B78D3CAB,1,ʰpʰ,2991,consonant
MODIFIER LETTER SMALL H - LATIN SMALL LETTER Q - MODIFIER LETTER SMALL H,q,0.000314169,899D684A5383C4BDD2878F976CAE54DA,1,ʰqʰ,2992,consonant
MODIFIER LETTER SMALL H - LATIN SMALL LETTER S - MODIFIER LETTER SMALL H,s,0.000314169,8DFE38166841F414C86D8E4D993C40B5,1,ʰsʰ,2993,consonant
MODIFIER LETTER SMALL H - LATIN SMALL LETTER T - LATIN SMALL LETTER C WITH CURL - MODIFIER LETTER SMALL H,tɕ,0.000314169,D41DE1F75400A759086EC911F6E94057,1,ʰtɕʰ,2994,consonant
MODIFIER LETTER SMALL H - LATIN SMALL LETTER T - MODIFIER LETTER SMALL H,t,0.000314169,4623C03A2587D75E9C942D5E1CCAC8A1,1,ʰtʰ,2995,consonant
MODIFIER LETTER SMALL H - LATIN SMALL LETTER T - LATIN SMALL LETTER S - MODIFIER LETTER SMALL H,ts,0.000314169,D1B859D7C873319813F0ED19550A1102,1,ʰtsʰ,2996,consonant
MODIFIER LETTER SMALL H - LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH - MODIFIER LETTER SMALL H,tʃ,0.000314169,31328DECF1735E754E48415CA78E4706,1,ʰt̠ʃʰ,2997,consonant
MODIFIER LETTER SMALL H - LATIN SMALL LETTER T WITH RETROFLEX HOOK - LATIN SMALL LETTER S WITH HOOK - MODIFIER LETTER SMALL H,ʈʂ,0.000314169,0CB7951A67F4F0CF503C51FE7A43F008,1,ʰʈʂʰ,2998,consonant
LATIN SMALL LETTER K - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL J,k,0.000314169,17D7E55C5AFA44912A3BE9179FDEA482,1,kʷʲ,2999,consonant
LATIN SMALL LETTER K - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL J - MODIFIER LETTER SMALL H,k,0.000314169,98E3F93635264A95D622F8AD9249FCD6,1,kʷʲʰ,3000,consonant
LATIN SMALL LETTER K - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL J - MODIFIER LETTER APOSTROPHE,k,0.000314169,7BCDE4FE47CA2462BCE4D34FB86D0720,1,kʷʲʼ,3001,consonant
LATIN SMALL LETTER P - MODIFIER LETTER SMALL J - MODIFIER LETTER APOSTROPHE,p,0.000314169,EC9B2E546D4BCEFC9ED63DB8F13CB2FA,1,pʲʼ,3002,consonant
LATIN SMALL LETTER Q - MODIFIER LETTER SMALL J,q,0.000314169,A99D9BEEBD5A24B6871BB00268C11BE8,1,qʲ,3003,consonant
LATIN SMALL LETTER Q - MODIFIER LETTER SMALL J - MODIFIER LETTER SMALL H,q,0.000314169,49099AB62D7B2E75057E39679CC86B13,1,qʲʰ,3004,consonant
LATIN SMALL LETTER Q - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL J,q,0.000314169,95D2AE21886658C7288E0BDB7872FE6C,1,qʷʲ,3005,consonant
LATIN SMALL LETTER Q - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL J - MODIFIER LETTER SMALL H,q,0.000314169,B1D40A4DD2CA0FBF6C92BFDBE510C136,1,qʷʲʰ,3006,consonant
LATIN SMALL LETTER Q - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL J - MODIFIER LETTER APOSTROPHE,q,0.000314169,C081F5D04444FCBAA27DE5FF3A8A8934,1,qʷʲʼ,3007,consonant
LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W,s,0.000314169,A57409371EDB70C55A8E9820439A61D5,1,s̪ʷ,3008,consonant
LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL J,s,0.000314169,CBC29049839D3E5C8CD99FF327C3A233,1,s̪ʷʲ,3009,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL J - MODIFIER LETTER APOSTROPHE,t,0.000314169,AE9DD8B55CA92195A468D09172A811B7,1,t̪ʲʼ,3010,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL J - MODIFIER LETTER SMALL H,ts,0.000314169,F124040B23DE4C68B4CAF479B76674B2,1,t̪s̪ʲʰ,3011,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL J - MODIFIER LETTER APOSTROPHE,ts,0.000314169,11BABA753B3AC5D6F17D560CC9F9F31C,1,t̪s̪ʲʼ,3012,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W,ts,0.000314169,AFE1E533752EF5C0564FF9E6138C823B,1,t̪s̪ʷ,3013,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL H,ts,0.000314169,2D6B39B47CFCA7B80ED6284AB3A4FEA0,1,t̪s̪ʷʰ,3014,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL J,ts,0.000314169,649AFE962D405F4D4EEBAB1BAB0E05ED,1,t̪s̪ʷʲ,3015,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL J - MODIFIER LETTER SMALL H,ts,0.000314169,6D589118B1F959BD01DC9156C1CBE1D6,1,t̪s̪ʷʲʰ,3016,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL J - MODIFIER LETTER APOSTROPHE,ts,0.000314169,128661AB49DB43EBF169A60ECDEC19BA,1,t̪s̪ʷʲʼ,3017,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER APOSTROPHE,ts,0.000314169,FB6C6C576A6207B6547ED4F315FEF57F,1,t̪s̪ʷʼ,3018,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL H,t,0.000314169,1174FC18E4C47D25CC01E2CA5642C6A0,1,t̪ʷʰ,3019,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL J,t,0.000314169,24B85A994C2C2983D31FE44833C66404,1,t̪ʷʲ,3020,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL J - MODIFIER LETTER SMALL H,t,0.000314169,1CE37010928188CAE9AE3D7564D52679,1,t̪ʷʲʰ,3021,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL J - MODIFIER LETTER APOSTROPHE,t,0.000314169,C508A49C79B103DAEC5387DD745D6E4E,1,t̪ʷʲʼ,3022,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER APOSTROPHE,t,0.000314169,00120653D80C0B4D1BAE44259B166996,1,t̪ʷʼ,3023,consonant
LATIN SMALL LETTER Z - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W,z,0.000314169,9CDEF4B636D1A52E38A9449E6346FFE3,1,z̪ʷ,3024,consonant
GREEK SMALL LETTER CHI - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL J,χ,0.000314169,83617901C66E0EAB27739D222FDEF2DF,1,χʷʲ,3025,consonant
LATIN SMALL LETTER D - COMBINING EQUALS SIGN BELOW - LATIN SMALL LETTER Z - COMBINING EQUALS SIGN BELOW,dz,0.000314169,E0F108FC32CE2ED77AA31FD2110A6247,1,d͇z͇,3026,consonant
SUPERSCRIPT LATIN SMALL LETTER N - LATIN SMALL LETTER D - COMBINING EQUALS SIGN BELOW - LATIN SMALL LETTER Z - COMBINING EQUALS SIGN BELOW,ⁿdz,0.000314169,EA40906E21D919C9D45AF65FE0E4EF93,1,ⁿd͇z͇,3028,consonant
SUPERSCRIPT LATIN SMALL LETTER N - LATIN SMALL LETTER D WITH TAIL - LATIN SMALL LETTER R WITH TAIL,ⁿɖɽ,0.000314169,043073EB8E42CE18C2A7D0989B802197,1,ⁿɖɽ,3029,consonant
SUPERSCRIPT LATIN SMALL LETTER N - LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL H,ⁿts,0.000314169,E07476949A359ADF9BE6AFD5101CAEAB,1,ⁿt̪s̪ʰ,3030,consonant
SUPERSCRIPT LATIN SMALL LETTER N - LATIN SMALL LETTER T - COMBINING EQUALS SIGN BELOW - LATIN SMALL LETTER S - COMBINING EQUALS SIGN BELOW - MODIFIER LETTER SMALL H,ⁿts,0.000314169,21CF3F000F6DA0EF78A6470A7ADCE71F,1,ⁿt͇s͇ʰ,3031,consonant
SUPERSCRIPT LATIN SMALL LETTER N - LATIN SMALL LETTER T WITH RETROFLEX HOOK - LATIN SMALL LETTER R WITH TAIL - MODIFIER LETTER SMALL H,ⁿʈɽ,0.000314169,9710F353B9700D684B2179709F214FC5,1,ⁿʈɽʰ,3032,consonant
LATIN SMALL LETTER S - COMBINING EQUALS SIGN BELOW,s,0.000314169,A76CF1B2CC58F011920BCB8B4CECDA3E,1,s͇,3033,consonant
LATIN SMALL LETTER T - COMBINING EQUALS SIGN BELOW - LATIN SMALL LETTER S - COMBINING EQUALS SIGN BELOW,ts,0.000314169,A78C6D13859EDB0159CB3AFB824913AB,1,t͇s͇,3034,consonant
LATIN SMALL LETTER T - COMBINING EQUALS SIGN BELOW - LATIN SMALL LETTER S - COMBINING EQUALS SIGN BELOW - MODIFIER LETTER SMALL H,ts,0.000314169,D5741736B24278A75CA48B5219488FB9,1,t͇s͇ʰ,3035,consonant
LATIN SMALL LETTER T WITH RETROFLEX HOOK - LATIN SMALL LETTER R WITH TAIL - MODIFIER LETTER SMALL H,ʈɽ,0.000314169,3CCE4D52A5834F883D637BC0D09F9F95,1,ʈɽʰ,3036,consonant
LATIN SMALL LETTER H WITH STROKE - COMBINING TILDE - MODIFIER LETTER SMALL J,ħ,0.000314169,1E4BDD90E42A0841D31008C0B79C5E38,1,ħ̃ʲ,3055,consonant
LATIN SMALL LETTER DOTLESS J WITH STROKE - COMBINING RING BELOW - LATIN SMALL LETTER J WITH CROSSED-TAIL - COMBINING RING BELOW,ɟʝ,0.000314169,5D50C83981E9620F805F72401B19E217,1,ɟ̥ʝ̥,3059,consonant
LATIN SMALL LETTER D - LATIN SMALL LETTER Z - MODIFIER LETTER SMALL H,dz,0.000314169,7A33489E90AB46EC8DADD02AE7483486,1,dzʰ,3066,consonant
LATIN SMALL LETTER D - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER EZH WITH CURL,dʓ,0.000314169,1C45BA9E3F82112C8C895DD0FB6E6E7F,1,d̠ʓ,3070,consonant
LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH WITH CURL,tʆ,0.000314169,E216689E39FA8F556021D5E593AA7CF4,1,t̠ʆ,3071,consonant
LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH WITH CURL - MODIFIER LETTER SMALL H,tʆ,0.000314169,71D720E2D0E58AB40D8EC45699B4B4C5,1,t̠ʆʰ,3072,consonant
LATIN SMALL LETTER TURNED R - COMBINING BRIDGE BELOW - COMBINING TILDE BELOW - COMBINING VERTICAL LINE BELOW,ɹ,0.000314169,8D6BC8CF92CD20E0687F8F97FDDB49C4,1,ɹ̪̰̩,3077,consonant
MODIFIER LETTER HIGH TONE BAR,,0.173421301,0524CD95243C622D69973D187BC3F06F,552,˦,302,tone
MODIFIER LETTER LOW TONE BAR,,0.171222117,1C26A4A7D5F0697C7EA34BA73FC2F46E,545,˨,508,tone
MODIFIER LETTER MID TONE BAR,,0.094250707,71337C9E4205D44145532EBCA5DA4EEA,300,˧,153,tone
MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER LOW TONE BAR,,0.04492617,D90087B832A91083C733048A0EA8614B,143,˦˨,1273,tone
MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER HIGH TONE BAR,,0.038014452,22EED960380C45E1FAF421D98727ABF2,121,˨˦,1274,tone
MODIFIER LETTER EXTRA-HIGH TONE BAR,,0.024819353,D3A6D5034FDDD41CEFDAD55B7780D218,79,˥,284,tone
MODIFIER LETTER EXTRA-HIGH TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR,,0.020420986,AECCDE21AB903EB79ABBD4849EA099F4,65,˥˩,366,tone
MODIFIER LETTER EXTRA-LOW TONE BAR,,0.019478479,A923E0D43B03C879903B9B6602035AD0,62,˩,314,tone
MODIFIER LETTER EXTRA-LOW TONE BAR - MODIFIER LETTER EXTRA-HIGH TONE BAR,,0.014765944,C2C6C506DDACEEC2A68B71A756543103,47,˩˥,367,tone
MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER MID TONE BAR,,0.010367578,0F2A0269330AAB53C42B7A0A79D63619,33,˨˧,320,tone
MODIFIER LETTER MID TONE BAR - MODIFIER LETTER LOW TONE BAR,,0.010053409,DF21894A34BE9B1F8074827DEF536BCD,32,˧˨,337,tone
MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER MID TONE BAR,,0.005340873,DE362E91BCFDF93B18013D47106E2842,17,˦˧,526,tone
MODIFIER LETTER EXTRA-HIGH TONE BAR - MODIFIER LETTER HIGH TONE BAR,,0.005026704,F8BC6EBDEC064D9A6E846CFD080DA110,16,˥˦,152,tone
MODIFIER LETTER MID TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR,,0.005026704,DBDD8C133D89E28B198B5E05FEC8077E,16,˧˩,313,tone
MODIFIER LETTER MID TONE BAR - MODIFIER LETTER EXTRA-HIGH TONE BAR,,0.003770028,11C76F81511DF2396E7CFDE300C3A97E,12,˧˥,285,tone
DOWNWARDS ARROW - MODIFIER LETTER HIGH TONE BAR,↓,0.003455859,304720412EBB60BAA60FED702D361604,11,↓˦,1302,tone
MODIFIER LETTER EXTRA-LOW TONE BAR - MODIFIER LETTER LOW TONE BAR,,0.00314169,C7C4C9A7FC8E91E786EB462D2CA1F5BF,10,˩˨,154,tone
MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER EXTRA-HIGH TONE BAR,,0.00314169,7EC2D4C8D7E0603C0F0F7A05E94EDF7D,10,˦˥,273,tone
MODIFIER LETTER MID TONE BAR - MODIFIER LETTER HIGH TONE BAR,,0.002199183,18FFFAD0555C1BFDBB825170BC4FE2C9,7,˧˦,336,tone
DOWNWARDS ARROW,↓,0.001570845,EB150ACC8B614BECD70C57A73E29A158,5,↓,1303,tone
MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER HIGH TONE BAR,,0.001570845,F8EF1F8161A63798B59A952DA2E89ABC,5,˦˨˦,1321,tone
MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER LOW TONE BAR,,0.001570845,04252EDC4E2F2DDD1E703D93D1FC8907,5,˨˦˨,1322,tone
MODIFIER LETTER EXTRA-LOW TONE BAR - MODIFIER LETTER MID TONE BAR,,0.001256676,022D3BBB81CF77794E116AD13D041551,4,˩˧,2261,tone
MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR,,0.000942507,5103335E25642C62B8F81C86FEDA4BE1,3,˨˩,275,tone
MODIFIER LETTER HIGH TONE BAR - DOWNWARDS ARROW - MODIFIER LETTER HIGH TONE BAR,↓,0.000942507,580FEDB5E211EA949F256264D5019244,3,˦↓˦,1298,tone
MODIFIER LETTER EXTRA-LOW TONE BAR - COMBINING TILDE BELOW,,0.000628338,DC360FCD2919CADF7D326367357FE34F,2,˩̰,277,tone
MODIFIER LETTER MID TONE BAR - MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER EXTRA-HIGH TONE BAR,,0.000628338,84E690AEB17697CBE9A74040FF946B7F,2,˧˨˥,286,tone
MODIFIER LETTER EXTRA-HIGH TONE BAR - MODIFIER LETTER MID TONE BAR - MODIFIER LETTER EXTRA-HIGH TONE BAR,,0.000628338,69000C0ECB3D62321C389CE80D4D7ADD,2,˥˧˥,301,tone
MODIFIER LETTER EXTRA-HIGH TONE BAR - COMBINING TILDE BELOW,,0.000628338,91E25A72DACF30BA06438AFE223E48EB,2,˥̰,328,tone
MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER MID TONE BAR,,0.000628338,3500483181EE151B8B94226C947FCD01,2,˨˦˧,1281,tone
MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER EXTRA-HIGH TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR,,0.000628338,15B5F7446E2BE7169E101FD236821837,2,˨˥˩,1331,tone
MODIFIER LETTER MID TONE BAR - MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER MID TONE BAR,,0.000628338,7164E1858128057AE50865BD30B2C78A,2,˧˦˧,1456,tone
MODIFIER LETTER MID TONE BAR - MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER MID TONE BAR,,0.000628338,C8C21BF112868195E27B3CBF5EEAB4D9,2,˧˨˧,1501,tone
MODIFIER LETTER EXTRA-HIGH TONE BAR - MODIFIER LETTER MID TONE BAR,,0.000628338,1E7B898AE46BF6A2E9998A78F45773C4,2,˥˧,1679,tone
MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER EXTRA-HIGH TONE BAR - COMBINING TILDE BELOW,,0.000314169,70E7DABB2E7EB34D9E442619D67496B9,1,˦˥̰,274,tone
MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR - COMBINING DIAERESIS BELOW,,0.000314169,999DED248AE06E14169BCC91CF4C3BA7,1,˨˩̤,276,tone
MODIFIER LETTER MID TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR - COMBINING TILDE BELOW,,0.000314169,E011FDAB9EA6316743EEA2DB343D2502,1,˧˩̰,317,tone
MODIFIER LETTER MID TONE BAR - MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,,0.000314169,4DB5F95E762595DA42CA893FFDF80648,1,˧˨ˤ,319,tone
MODIFIER LETTER MID TONE BAR - MODIFIER LETTER LOW TONE BAR - COMBINING DIAERESIS BELOW,,0.000314169,749B61EA65A40AAA80CEFE6F0F337752,1,˧˨̤,344,tone
MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER MID TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR,,0.000314169,2425398C0D125C2FB745E3AA025E8A22,1,˨˧˩,346,tone
MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR,,0.000314169,C1BD62FB2F63D0DF3BAF8589375F2728,1,˦˩,527,tone
MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER MID TONE BAR - MODIFIER LETTER LOW TONE BAR,,0.000314169,315388B0B7661863844E2F5999B1013D,1,˨˧˨,1299,tone
DOWNWARDS ARROW - MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER LOW TONE BAR,↓,0.000314169,187321E24435D8B798F59F7B5FB4BF53,1,↓˦˨,1300,tone
MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER EXTRA-HIGH TONE BAR - MODIFIER LETTER HIGH TONE BAR,,0.000314169,FC7911F58CB856E42EF89AF8E1F989F8,1,˦˥˦,1586,tone
MODIFIER LETTER EXTRA-HIGH TONE BAR - MODIFIER LETTER MID TONE BAR - COMBINING TILDE BELOW,,0.000314169,ECFE918D274D0F2288C457A59616B4E2,1,˥˧̰,1674,tone
MODIFIER LETTER MID TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR - COMBINING DIAERESIS BELOW,,0.000314169,8F253FB1FFBFB0F7EB811CD7DB5F785F,1,˧˩̤,1675,tone
MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER EXTRA-HIGH TONE BAR,,0.000314169,3B43953F88F0BFB5EB0E4405A87868F0,1,˨˥,1676,tone
DOWNWARDS ARROW - MODIFIER LETTER HIGH TONE BAR - DOWNWARDS ARROW - MODIFIER LETTER HIGH TONE BAR,↓↓,0.000314169,3F0BA824C7276C5E286ECB25EC1D01E6,1,↓˦↓˦,1722,tone
MODIFIER LETTER EXTRA-HIGH TONE BAR - MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER MID TONE BAR,,0.000314169,7FDF85C24BF708252CDB6A29CF162D66,1,˥˨˧,1960,tone
MODIFIER LETTER MID TONE BAR - MODIFIER LETTER EXTRA-HIGH TONE BAR - MODIFIER LETTER LOW TONE BAR,,0.000314169,857D75B84F09F4A23140F037B5BCAAA4,1,˧˥˨,1961,tone
MODIFIER LETTER EXTRA-HIGH TONE BAR - MODIFIER LETTER LOW TONE BAR,,0.000314169,3949E81A79C7B1587C7ED0D91B7A1CB2,1,˥˨,2046,tone
MODIFIER LETTER EXTRA-LOW TONE BAR - MODIFIER LETTER MID TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR,,0.000314169,3306EA7A426B60793C8C9B9F20AFA34D,1,˩˧˩,2155,tone
MODIFIER LETTER HIGH TONE BAR - COMBINING TILDE BELOW,,0.000314169,EFF6BD8CD1677385309BCEEF00673451,1,˦̰,2238,tone
MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER GLOTTAL STOP,,0.000314169,8DAB1E1619693CF636242B4934C7AFA1,1,˦ˀ,2239,tone
MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER LOW TONE BAR,,0.000314169,5356F5BDD2B1A25EE5737A0D484277E9,1,˦˦˨,2398,tone
MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER LOW TONE BAR,,0.000314169,44E457993AF01ABFB3806E3865558634,1,˦˨˨,2399,tone
MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER HIGH TONE BAR,,0.000314169,49F766E0BB9655A0C7A9A1CD9D38FC08,1,˨˦˦,2400,tone
MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER HIGH TONE BAR,,0.000314169,3866D0640232C11A7DF1B8A2C6DBAE6E,1,˨˨˦,2401,tone
MODIFIER LETTER EXTRA-HIGH TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR - MODIFIER LETTER EXTRA-HIGH TONE BAR,,0.000314169,B5D7570AB6F97E86267F82BF47BEE82B,1,˥˩˩˥,2500,tone
MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR - MODIFIER LETTER LOW TONE BAR,,0.000314169,EC11A28468FA9D69802C6BE019A0C394,1,˦˩˨,2501,tone
LATIN SMALL LETTER I,i,0.873075715,F0585BB57111C322D6E7DABB0D01F9EA,2779,i,10,vowel
LATIN SMALL LETTER U,u,0.831291235,58EB693AE523323410326D60806B9ADF,2646,u,34,vowel
LATIN SMALL LETTER A,a,0.81683946,72FB536ACFF408163656BBCDAFCAC6F6,2600,a,1,vowel
LATIN SMALL LETTER E,e,0.578385171,199408E3D0668F10F475143F0E8CC0CB,1841,e,5,vowel
LATIN SMALL LETTER O,o,0.573672636,5AC0158A367D59E8C16A876321E578AB,1826,o,20,vowel
LATIN SMALL LETTER OPEN E,ɛ,0.354696827,8A61A9B6039DB852CE150BEC6198AFE5,1129,ɛ,208,vowel
LATIN SMALL LETTER OPEN O,ɔ,0.336160855,55C328C4539D138964636333EABA3949,1070,ɔ,51,vowel
LATIN SMALL LETTER I - MODIFIER LETTER TRIANGULAR COLON,i,0.301916431,D7A90868F42885077FD3F44A8440B3BB,961,iː,11,vowel
LATIN SMALL LETTER A - MODIFIER LETTER TRIANGULAR COLON,a,0.280552937,2F272C9C5FA2DA70706B565B2DC46DE8,893,aː,2,vowel
LATIN SMALL LETTER U - MODIFIER LETTER TRIANGULAR COLON,u,0.278982092,3A9677F59A8D4980D4DEADD51C55FF1C,888,uː,35,vowel
LATIN SMALL LETTER SCHWA,ə,0.21206409,D9B28B2D674EBA4B03C38B36D77E563E,675,ə,177,vowel
LATIN SMALL LETTER E - MODIFIER LETTER TRIANGULAR COLON,e,0.201382344,6DD56E3A80E90C3B1F5AC7AC45CE8180,641,eː,6,vowel
